group,name,vers,desc,url,build
cracker,bruteforce-wallet,31.38bbd46,"Try to find the password of an encrypted Peercoin (or Bitcoin,Litecoin, etc...) wallet file.","https://github.com/glv2/bruteforce-wallet",1517076784
automation,brutespray,103.24c019f,"Brute-Forcing from Nmap output - Automatically attempts default creds on found services.","https://github.com/x90skysn3k/brutespray",1515932112
cracker,brutessh,0.6,"A simple sshd password bruteforcer using a wordlist, it's very fast for internal networks. It's multithreads.","http://www.edge-security.com/edge-soft.php",1427148860
automation,brutex,43.6c199b1,"Automatically brute force all services running on a target.","https://github.com/1N3/BruteX",1454281729
webapp,brutexss,54.ba753df,"Cross-Site Scripting Bruteforcer.","https://github.com/shawarkhanethicalhacker/BruteXSS",1486845318
windows,brutus,2,"One of the fastest, most flexible remote password crackers you can get your hands on.","http://www.hoobie.net/brutus/",1483190865
reversing,bsdiff,4.3,"bsdiff and bspatch are tools for building and applying patches to binary files.","http://www.daemonology.net/bsdiff/",1376558779
webapp,bsqlbf,2.7,"Blind SQL Injection Brute Forcer.","http://code.google.com/p/bsqlbf-v2/",1446893857
webapp,bsqlinjector,8.5dc3f27,"Blind SQL injection exploitation tool written in ruby.","https://github.com/enjoiz/BSQLinjector",1483190873
bluetooth,bss,0.8,"Bluetooth stack smasher / fuzzer","http://www.secuobs.com/news/15022006-bss_0_8.shtml",1390483791
bluetooth,bt_audit,0.1.1,"Bluetooth audit","http://www.betaversion.net/btdsd/download/",1390483803
bluetooth,btcrack,1.1,"The world's first Bluetooth Pass phrase (PIN) bruteforce tool. Bruteforces the Passkey and the Link key from captured Pairing exchanges.","http://www.nruns.com/_en/security_tools_btcrack.php",1483190880
bluetooth,btproxy-mitm,71.cd1c906,"Man in the Middle analysis tool for Bluetooth.","https://github.com/conorpp/btproxy",1517347571
bluetooth,btscanner,2.1,"Bluetooth device scanner.","http://www.pentest.co.uk",1390483834
forensic,bulk-extractor,1.5.5,"Bulk Email and URL extraction tool.","https://github.com/simsong/bulk_extractor",1459366775
wireless,bully,1.1.12.g04185d7,"Retrieve WPA/WPA2 passphrase from a WPS enabled access point","https://github.com/aanarchyy/bully",1506354549
fuzzer,bunny,0.93,"A closed loop, high-performance, general purpose protocol-blind fuzzer for C programs.","http://code.google.com/p/bunny-the-fuzzer/",1391266027
fuzzer,burpsuite,1.7.32,"An integrated platform for attacking web applications (free edition).","http://portswigger.net/burp/",1517766137
networking,buttinsky,138.1a2a1b2,"Provide an open source framework for automated botnet monitoring.","https://github.com/buttinsky/buttinsky",1503615204
binary,bvi,1.4.0,"A display-oriented editor for binary files operate like 'vi' editor.","http://bvi.sourceforge.net/",1466001143
,byacc-noconflict,20150711,"Non-conflicting version of byacc not providing bison/yacc.","http://invisible-island.net/byacc/",1446894410
binary,bytecode-viewer,226.d6603da,"A Java 8/Android APK Reverse Engineering Suite.","https://github.com/Konloch/bytecode-viewer",1515498859
windows,cachedump,1.1,"A tool that demonstrates how to recover cache entry information: username and hashed password (called MSCASH).","https://packetstormsecurity.com/files/36781/cachedump.1.zip.html",1486201627
networking,cadaver,0.23.3,"Command-line WebDAV client for Unix","http://www.webdav.org/cadaver",1488212612
,camlidl,1.05,"A stub code generator and COM binding for Objective Caml (OCaml).","http://caml.inria.fr/pub/old_caml_site/camlidl/",1398898489
,camomile,0.8.5,"Comprehensive Unicode library for OCaml.","https://github.com/yoriyuki/Camomile",1398896787
scanner,camscan,1.0057215,"A tool which will analyze the CAM table of Cisco switches to look for anamolies.","https://github.com/securestate/camscan",1483190964
forensic,canari,3.1.3,"A transform framework for maltego","http://www.canariproject.com/",1511047719
scanner,cangibrina,120.3dfe416,"Dashboard Finder.","https://github.com/fnk0c/cangibrina",1503614661
webapp,cansina,231.3c7960e,"A python-based Web Content Discovery Tool.","https://github.com/deibit/cansina",1517076825
automobile,cantoolz,286.a678dac,"Framework for black-box CAN network analysis https://asintsov.blogspot.de/.","https://github.com/eik00d/CANToolz",1474802321
reversing,capstone,3.0.4,"A lightweight multi-platform, multi-architecture disassembly framework","http://www.capstone-engine.org/index.html",1499752341
forensic,captipper,70.b08608d,"Malicious HTTP traffic explorer tool.","http://www.omriher.com/2015/01/captipper-malicious-http-traffic.html",1488212985
bluetooth,carwhisperer,0.2,"Intends to sensibilise manufacturers of carkits and other Bluetooth appliances without display and keyboard for the possible security threat evolving from the use of standard passkeys.","http://trifinite.org/trifinite_stuff_carwhisperer.html",1390484129
forensic,casefile,1.0.1,"The little brother to Maltego without transforms, but combines graph and link analysis to examine links between manually added data to mind map your information","http://www.paterva.com/web6/products/casefile.php",1395491217
recon,catnthecanary,7.e9184fe,"An application to query the canary.pw data set for leaked data.","https://github.com/packetassailant/catnthecanary",1483191106
social,catphish,44.768d213,"For phishing and corporate espionage.","https://github.com/ring0lab/catphish",1510504151
sniffer,cdpsnarf,0.1.6,"Cisco discovery protocol sniffer.","https://github.com/Zapotek/cdpsnarf",1401142672
scanner,cecster,5.15544cb,"A tool to perform security testing against the HDMI CEC (Consumer Electronics Control) and HEC (HDMI Ethernet Channel) protocols.","https://github.com/nccgroup/CECster",1485305038
misc,centry,72.6de2868,"Cold boot & DMA protection","https://github.com/0xPoly/Centry",1483191136
automation,cewl,5.3,"A custom word list generator","http://www.digininja.org/projects/cewl.php",1508942281
code-audit,cflow,1.5,"A C program flow analyzer.","http://www.gnu.org/software/cflow/",1469884732
decompiler,cfr,125,"Another Java decompiler.","http://www.benf.org/other/cfr/",1518039259
social,chameleonmini,160.691b8b2,"Official repository of ChameleonMini, a freely programmable, portable tool for NFC security analysis that can emulate and clone contactless cards, read RFID tags and sniff/log RF data.","https://github.com/emsec/ChameleonMini",1519861799
scanner,changeme,219.987c6b6,"A default credential scanner.","https://github.com/ztgrace/changeme",1508882965
webapp,chankro,8.13c4225,"Tool that generates a PHP capable of run a custom binary (like a meterpreter) or a bash script (p.e. reverse shell) bypassing disable_functions & open_basedir).","https://github.com/TarlogicSecurity/Chankro",1501076442
forensic,chaosmap,1.3,"An information gathering tool and dns / whois / web server scanner","http://freecode.com/projects/chaosmap",1401567781
networking,chaosreader,0.94,"A freeware tool to trace tcp, udp etc. sessions and fetch application data from snoop or tcpdump logs.","http://chaosreader.sourceforge.net/",1483191156
cracker,chapcrack,17.ae2827f,"A tool for parsing and decrypting MS-CHAPv2 network handshakes.","https://github.com/moxie0/chapcrack",1483191164
scanner,check-weak-dh-ssh,0.1,"Debian OpenSSL weak client Diffie-Hellman Exchange checker.","http://packetstormsecurity.com/files/66683/check_weak_dh_ssh.pl.bz2.html",1483191174
misc,checkiban,0.2,"Checks the validity of an International Bank Account Number (IBAN).","http://kernel.embedromix.ro/us/",1398772743
cracker,checkpwd,1.23,"Oracle Password Checker (Cracker).","http://www.red-database-security.com/software/checkpwd.html",1447972673
automation,checksec,1.8.0,"Tool designed to test which standard Linux OS and PaX security features are being used","https://github.com/slimm609/checksec.sh",1516926084
scanner,cheetah-suite,21.2364713,"Complete penetration testing suite (port scanning, brute force attacks, services discovery, common vulnerabilities searching, reporting etc.)","https://github.com/bl4de/Cheetah",1452787745
disassembler,chiasm-shell,20.0e87c54,"Python-based interactive assembler/disassembler CLI, powered byKeystone/Capstone.","https://github.com/0xbc/chiasm-shell",1483653138
hardware,chipsec,1.3.6rc1,"Platform Security Assessment Framework.","https://github.com/chipsec/chipsec",1520010181
scanner,chiron,0.9.0.1,"An all-in-one IPv6 Penetration Testing Framework.","http://www.secfu.net/tools-scripts/",1483196008
tunnel,chisel,1.2.3,"A fast TCP tunnel over HTTP.","https://github.com/jpillora/chisel",1513260676
defensive,chkrootkit,0.52,"Checks for rootkits on a system","http://www.chkrootkit.org/",1496475502
forensic,chntpw,140201,"Offline NT Password Editor - reset passwords in a Windows NT SAM user database file","http://pogostick.net/~pnh/ntpasswd/",1454889924
networking,chopshop,395.5b42325,"Protocol Analysis/Decoder Framework.","https://github.com/MITRECND/chopshop",1509644781
fuzzer,choronzon,4.d702c31,"An evolutionary knowledge-based fuzzer.","https://github.com/CENSUS/choronzon",1483196036
tunnel,chownat,0.08b,"Allows two peers behind two separate NATs with no port forwarding and no DMZ setup on their routers to directly communicate with each other","http://samy.pl/chownat/",1483196041
windows,chrome-decode,0.1,"Chrome web browser decoder tool that demonstrates recovering passwords.","http://packetstormsecurity.com/files/119153/Chrome-Web-Browser-Decoder.html",1483196047
forensic,chromefreak,24.12745b1,"A Cross-Platform Forensic Framework for Google Chrome","http://osandamalith.github.io/ChromeFreak/",1483196055
windows,chromensics,1.0,"A Google chrome forensics tool.","https://sourceforge.net/projects/chromensics/",1457086971
exploitation,chw00t,37.810af70,"Unices chroot breaking tool.","https://github.com/earthquake/chw00t",1513520876
networking,cidr2range,0.9,"Script for listing the IP addresses contained in a CIDR netblock","http://www.cpan.org/authors/id/R/RA/RAYNERLUC",1483196074
cracker,cintruder,6.a628c62,"An automatic pentesting tool to bypass captchas.","https://github.com/epsylon/cintruder",1495705995
scanner,cipherscan,399.528e94d,"A very simple way to find out which SSL ciphersuites are supported by a target.","https://github.com/jvehent/cipherscan",1511425891
crypto,ciphertest,22.e33eb4a,"A better SSL cipher checker using gnutls.","https://github.com/OpenSecurityResearch/ciphertest",1495137776
crypto,ciphr,105.db79691,"A CLI tool for encoding, decoding, encryption, decryption, and hashing streams of data.","https://github.com/frohoff/ciphr",1422832382
fuzzer,cirt-fuzzer,1.0,"A simple TCP/UDP protocol fuzzer.","http://www.cirt.dk/",1388155964
cracker,cisco-auditing-tool,1,"Perl script which scans cisco routers for common vulnerabilities. Checks for default passwords, easily guessable community names, and the IOS history bug. Includes support for plugins and scanning multiple hosts.","http://www.scrypt.net",1483196143
exploitation,cisco-global-exploiter,1.3,"A perl script that targets multiple vulnerabilities in the Cisco Internetwork Operating System (IOS) and Catalyst products.","http://www.blackangels.it",1393889026
cracker,cisco-ocs,0.2,"Cisco Router Default Password Scanner.","http://www.question-defense.com/2013/01/11/ocs-version-2-release-ocs-cisco-router-default-password-scanner",1401142843
misc,cisco-router-config,1.1,"copy-router-config and merge-router-config to copy and merge Cisco Routers Configuration",,1483196157
cracker,cisco-scanner,0.2,"Multithreaded Cisco HTTP vulnerability scanner. Tested on Linux, OpenBSD and Solaris.","http://wayreth.eu.org/old_page/",1396433675
automation,cisco-snmp-enumeration,10.ad06f57,"Automated Cisco SNMP Enumeration, Brute Force, Configuration Download and Password Cracking.","https://github.com/nccgroup/cisco-snmp-enumeration",1483196183
spoof,cisco-snmp-slap,5.daf0589,"IP address spoofing tool in order to bypass an ACL protecting an SNMP service on Cisco IOS devices.","https://github.com/nccgroup/cisco-snmp-slap",1483196191
exploitation,cisco-torch,0.4b,"Cisco Torch mass scanning, fingerprinting, and exploitation tool.","http://www.arhont.com",1504375750
cracker,cisco5crack,2.c4b228c,"Crypt and decrypt the cisco enable 5 passwords.","https://github.com/madrisan/cisco7crack",1426936947
cracker,cisco7crack,2.f1c21dd,"Crypt and decrypt the cisco enable 7 passwords.","https://github.com/madrisan/cisco7crack",1426937150
scanner,ciscos,1.3,"Scans class A, B, and C networks for cisco routers which have telnet open and have not changed the default password from cisco.",,1484422247
webapp,cjexploiter,6.72b08d8,"Drag and Drop ClickJacking exploit development assistance tool.","https://github.com/enddo/CJExploiter",1483196199
malware,clamscanlogparser,1,"This is a utility to parse a Clam Anti Virus log file, in order to sort them into a malware archive for easier maintanence of your malware collection.","http://magikh0e.xyz/",1421619726
scanner,climber,30.5530a78,"Check UNIX/Linux systems for privilege escalation.","https://github.com/raffaele-forte/climber",1483196210
misc,cloakify,112.64825e8,"Data Exfiltration In Plain Sight; Evade DLP/MLS Devices; Social Engineering of Analysts; Evade AV Detection.","https://github.com/trycatchhcf/cloakify",1517347591
